 			recordClassName	targetType	name	displayName	shortDisplayName	description	geneOrTranscript	displayOrder	scope	scope	scope
##TMP_TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByFunctionalGeneListcalbSC5314_functional_data_Omeara_2020_CalCEN_UMAP_RSRC	http://edamontology.org/topic_1775	Protein targeting and localization	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByFunctionalGeneListcalbSC5314_functional_data_Omeara_2020_CalCEN_UMAP_RSRC						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByExonCount	http://edamontology.org/topic_0114	Gene Structure	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByExonCount							webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByParalogCount	http://edamontology.org/topic_3299	Evolutionary Biology	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByParalogCount						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByExportPrediction	http://edamontology.org/topic_0140	Protein targeting and localization	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByExportPrediction						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByGeneType	http://edamontology.org/topic_0114	Gene Structure	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByGeneType							webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByIntronJunctions	http://edamontology.org/topic_0114	Gene Structure	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByIntronJunctions						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByGeneModelChars	http://edamontology.org/topic_0114	Gene Structure	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByGeneModelChars						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByGoTerm	http://edamontology.org/topic_1775	Function analysis	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByGoTerm						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByGoTermCL	http://edamontology.org/topic_0140	Protein targeting and localization	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByGoTermCL						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByGoTermCLTriTryp	http://edamontology.org/topic_0140	Protein targeting and localization	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByGoTermCLTriTryp						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByPhenotype_phenotype_QIAGEN_RSRC	searchCategory-phenotype-curated	phenotype	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByPhenotype_phenotype_QIAGEN_RSRC							webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByPhenotype_phenotype_DATA_RSRC	searchCategory-phenotype-curated	phenotype	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByPhenotype_phenotype_DATA_RSRC							webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByPhenotype_phenotype_Magnaporthe_Pheno_RSRC	searchCategory-phenotype-curated	phenotype	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByPhenotype_phenotype_Magnaporthe_Pheno_RSRC							webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByPhenotype_fgraPH-1_phenotype_Fusarium_Pheno_RSRC	searchCategory-phenotype-curated	phenotype	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByPhenotype_fgraPH-1_phenotype_Fusarium_Pheno_RSRC							webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByPhenotype_mory70-15_phenotype_Magnaporthe_Pheno_RSRC	searchCategory-phenotype-curated	phenotype	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByPhenotype_mory70-15_phenotype_Magnaporthe_Pheno_RSRC							webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByPhenotype	searchCategory-phenotype-curated	phenotype	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByPhenotype							webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByHighThroughputPhenotyping	searchCategory-phenotype-quantitative	Phenomics	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByHighThroughputPhenotyping							webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByInterproDomain	http://edamontology.org/topic_0123	Protein properties	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByInterproDomain						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByIsoelectricPoint	http://edamontology.org/topic_0123	Protein properties	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByIsoelectricPoint						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByLocation	GenomicSequenceLocationCategory	GenomicSequenceLocationCategory	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByLocation						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByMassSpec	http://edamontology.org/topic_0121	Proteomics	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByMassSpec						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByPTM	http://edamontology.org/topic_0121	Proteomics	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByPTM						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByMetabolicPathwayHagai	http://edamontology.org/topic_0602	interactions and pathways	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByMetabolicPathwayHagai						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByMetabolicPathway	http://edamontology.org/topic_0602	interactions and pathways	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByMetabolicPathway						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByReactionCompounds	http://edamontology.org/topic_0602	interactions and pathways	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByReactionCompounds						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByMolecularWeight	http://edamontology.org/topic_0123	Protein properties	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByMolecularWeight						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByMotifSearch	http://edamontology.org/topic_0080	Sequence Analysis	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByMotifSearch						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByMr4Reagents			TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByMr4Reagents								
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByNgsSnps	http://edamontology.org/topic_0199	Genetic Variation	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByNgsSnps						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByCopyNumber	http://edamontology.org/topic_0199	Genetic Variation	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByCopyNumber						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByCopyNumberComparison	http://edamontology.org/topic_0199	Genetic Variation	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByCopyNumberComparison						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByNonnuclearLocation	GenomicSequenceLocationCategory	GenomicSequenceLocationCategory	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByNonnuclearLocation						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByOldAnnotation	http://edamontology.org/topic_0219	Curation and Annotation	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByOldAnnotation								
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByOrthologPattern	http://edamontology.org/topic_3299	Evolutionary Biology	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByOrthologPattern						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByPhyleticProfile	http://edamontology.org/topic_3299	Evolutionary Biology	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByPhyleticProfile						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByPdbSimilarity	http://edamontology.org/topic_0081	Structure Analysis	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByPdbSimilarity						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesWithAlphafold	http://edamontology.org/topic_0081	Structure Analysis	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesWithAlphafold						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesBySingleCell	http://edamontology.org/topic_3308	Transcriptomics	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesBySingleCell						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByFungiProteinProteinInteraction	searchCategory-interactions		TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByFungiProteinProteinInteraction						internal	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByPlasmoProteinProteinInteraction	searchCategory-interactions		TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByPlasmoProteinProteinInteraction						internal	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByPhenotype_tgonGT1_crisprPhenotype_CrisprScreen_RSRC	http://edamontology.org/topic_3298	Phenomics	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByPhenotype_tgonGT1_crisprPhenotype_CrisprScreen_RSRC						menu	webservice	
##TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByRodentMalariaPhenotype	http://edamontology.org/topic_3298	Phenomics	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByRodentMalariaPhenotype								
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesBySecondaryStructure	http://edamontology.org/topic_0081	Structure Analysis	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesBySecondaryStructure						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesBySimilarity	http://edamontology.org/topic_0080	Sequence Analysis	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesBySimilarity							webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByMultiBlast	http://edamontology.org/topic_0080	Sequence Analysis	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByMultiBlast						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesBySnps	http://edamontology.org/topic_0199	Genetic Variation	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesBySnps						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesBySubcellularLocalization	http://edamontology.org/topic_0140	Protein targeting and localization	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesBySubcellularLocalization						menu	webservice	
##TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByFunctionalInteraction			TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByFunctionalInteraction						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByTaxon	http://edamontology.org/topic_0637	Taxonomy	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByTaxon						menu	webservice	
GeneRecordClasses.GeneRecordClass.GeneQuestions.GenesByTaxonGene	http://edamontology.org/topic_0637	Taxonomy	GeneRecordClasses.GeneRecordClass	search	GeneQuestions.GenesByTaxonGene							webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByTelomereProximity	GenomicSequenceLocationCategory	GenomicSequenceLocationCategory	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByTelomereProximity						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByText	TextCategory	TextCategory	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByText						menu	webservice	
TranscriptRecordClasses.TranscriptRecordClass.GeneQuestions.GenesByTransmembraneDomains	http://edamontology.org/topic_0140	Protein targeting and localization	TranscriptRecordClasses.TranscriptRecordClass	search	GeneQuestions.GenesByTransmembraneDomains						menu	webservice	
